name,asciiname,population
Cherepovets,Cherepovets,315738
CherÌÇmushki,Cheremushki,106587
Chekhov,Chekhov,75643
Chegem,Chegem,18429
Cheboksary,Cheboksary,446781
Chaykovskiy,Chaykovskiy,86712
Chapayevsk,Chapayevsk,70147
Buzuluk,Buzuluk,87714
Buynaksk,Buynaksk,62689
Buy,Buy,26486
Buturlinovka,Buturlinovka,28581
Buinsk,Buinsk,20266
Buguruslan,Buguruslan,53511
Bugul‰Ûªma,Bugul'ma,91900
BudÌÇnnovsk,Budennovsk,67962
Bryukhovetskaya,Bryukhovetskaya,22309
Bryansk,Bryansk,427236
Bronnitsy,Bronnitsy,18645
Brateyevo,Brateyevo,102000
Borovichi,Borovichi,56571
Borisoglebsk,Borisoglebsk,68597
Bor,Bor,60647
Bol‰Ûªshaya Setun‰Ûª,Bol'shaya Setun',20000
Bologoye,Bologoye,25142
Boksitogorsk,Boksitogorsk,17366
Boguchar,Boguchar,15048
Bogorodskoye,Bogorodskoye,103000
Bogorodsk,Bogorodsk,36652
Bogoroditsk,Bogoroditsk,30216
Bobrov,Bobrov,20587
Blagoveshchensk,Blagoveshchensk,34238
Blagodarnyy,Blagodarnyy,35995
BiryulÌÇvo,Biryulevo,144000
Birsk,Birsk,41014
Bibirevo,Bibirevo,159000
Bezhetsk,Bezhetsk,28114
Bezenchuk,Bezenchuk,23736
Beslan,Beslan,35604
Berezniki,Berezniki,167748
Beloretsk,Beloretsk,70468
Belorechensk,Belorechensk,54526
BeloozÌÇrskiy,Beloozerskiy,18007
Belgorod,Belgorod,345289
BelÌÇv,Belev,15300
Belebey,Belebey,62582
Belaya Kalitva,Belaya Kalitva,47521
Belaya Glina,Belaya Glina,17997
Baymak,Baymak,17493
Bavly,Bavly,22982
Bataysk,Bataysk,109962
Barysh,Barysh,18547
Balezino,Balezino,16618
Balashov,Balashov,98107
Balashikha,Balashikha,150103
Balakovo,Balakovo,199572
Novaya Balakhna,Novaya Balakhna,63083
Balabanovo,Balabanovo,24232
Baksan,Baksan,37519
Bakal,Bakal,21762
Bagayevskaya,Bagayevskaya,15300
Babushkin,Babushkin,86000
Azov,Azov,82133
Avtury,Avtury,18370
Avtovo,Avtovo,44667
Atkarsk,Atkarsk,27554
Astrakhan,Astrakhan,502533
Asha,Asha,33006
Arzgir,Arzgir,15838
Arzamas,Arzamas,109479
Arsk,Arsk,17243
Armavir,Armavir,199548
Arkhangel‰Ûªsk,Arkhangel'sk,356051
Argun,Argun,28100
Ardon,Ardon,18313
Apsheronsk,Apsheronsk,40451
Aprelevka,Aprelevka,17780
Apatity,Apatity,61186
Anna,Anna,19148
Andreyevskoye,Andreyevskoye,20000
Anapa,Anapa,53600
Amin‰Ûªyevo,Amin'yevo,30000
Al‰Ûªmet‰Ûªyevsk,Al'met'yevsk,140437
Aleksin,Aleksin,66885
Alekseyevka,Alekseyevka,78000
Alekseyevka,Alekseyevka,39848
Aleksandrovskoye,Aleksandrovskoye,28006
Aleksandrovsk,Aleksandrovsk,15486
Aleksandrov,Aleksandrov,64088
Alatyr‰Ûª,Alatyr',42156
Levoberezhnyy,Levoberezhnyy,52000
Aksay,Aksay,38871
Akhtyrskiy,Akhtyrskiy,19468
Akhtubinsk,Akhtubinsk,44551
Agryz,Agryz,18601
Afipskiy,Afipskiy,18209
Adler,Adler,70200
Achkhoy-Martan,Achkhoy-Martan,16779
Abinsk,Abinsk,34668
Abdulino,Abdulino,21195
Vasil‰Ûªyevo,Vasil'yevo,16800
Ryl‰Ûªsk,Ryl'sk,17007
Neftekumsk,Neftekumsk,27716
Alagir,Alagir,19665
Persianovka,Persianovka,15730
Annino,Annino,30000
Dagomys,Dagomys,20000
Pavlovo,Pavlovo,63338
Belidzhi,Belidzhi,16078
Lesnoy,Lesnoy,23834
TrÌÇkhgornyy,Trekhgornyy,34500
Mirnyy,Mirnyy,28000
Znamensk,Znamensk,31922
Zarechnyy,Zarechnyy,62139
Kochubeyevskoye,Kochubeyevskoye,28491
Vnukovo,Vnukovo,20000
Moskovskiy,Moskovskiy,15435
Usinsk,Usinsk,44078
Obukhovo,Obukhovo,45664
Staryy Malgobek,Staryy Malgobek,46334
Zavodoukovsk,Zavodoukovsk,25682
Zarinsk,Zarinsk,52209
Zarechnyy,Zarechnyy,27758
Yuzhnyy,Yuzhnyy,19515
Yuzhnoural‰Ûªsk,Yuzhnoural'sk,39200
Yurga,Yurga,84220
Yeniseysk,Yeniseysk,19920
Yemanzhelinsk,Yemanzhelinsk,29849
Yekaterinburg,Yekaterinburg,1349772
Yashkino,Yashkino,15197
Yarovoye,Yarovoye,21195
Yalutorovsk,Yalutorovsk,35892
Vorkuta,Vorkuta,80039
Vorgashor,Vorgashor,18946
Verkhnyaya Salda,Verkhnyaya Salda,48992
Verkhnyaya Pyshma,Verkhnyaya Pyshma,59061
Verkhniy Ufaley,Verkhniy Ufaley,33245
Uzhur,Uzhur,15637
Zelenogorsk,Zelenogorsk,71354
Uray,Uray,39878
Tyumen,Tyumen,519119
Turinsk,Turinsk,18555
Troitsk,Troitsk,82338
Topki,Topki,30572
Tomsk,Tomsk,485519
Toguchin,Toguchin,21886
Tobol‰Ûªsk,Tobol'sk,113800
Tayshet,Tayshet,37766
Tayga,Tayga,24328
Tavda,Tavda,39480
Tatarsk,Tatarsk,25150
Tashtagol,Tashtagol,22779
Tarko-Sale,Tarko-Sale,18568
Tara,Tara,26986
Talnakh,Talnakh,59051
Tal‰Ûªmenka,Tal'menka,18900
Talitsa,Talitsa,19100
Talitsa,Talitsa,18602
Sysert‰Ûª,Sysert',21942
Suzun,Suzun,15365
Surgut,Surgut,300367
Sukhoy Log,Sukhoy Log,36329
Strezhevoy,Strezhevoy,44784
Sredneuralsk,Sredneuralsk,20169
Sovetskiy,Sovetskiy,23685
Sosnovoborsk,Sosnovoborsk,31632
Slavgorod,Slavgorod,34141
Shushenskoye,Shushenskoye,18770
Shumikha,Shumikha,18499
Sharypovo,Sharypovo,42773
Shadrinsk,Shadrinsk,79479
Serov,Serov,98438
Sayanogorsk,Sayanogorsk,49939
Salekhard,Salekhard,38025
Rubtsovsk,Rubtsovsk,161065
Rezh,Rezh,39216
Reftinskiy,Reftinskiy,17673
Promyshlennaya,Promyshlennaya,17216
Prokop‰Ûªyevsk,Prokop'yevsk,219000
Poykovskiy,Poykovskiy,28080
Polysayevo,Polysayevo,28026
Polevskoy,Polevskoy,65770
Plast,Plast,17050
Osinniki,Osinniki,48919
Omsk,Omsk,1129281
Ob‰Ûª,Ob',24238
Nyagan,Nyagan,52137
Noyabrsk,Noyabrsk,110000
Novyy Urengoy,Novyy Urengoy,94212
Novosilikatnyy,Novosilikatnyy,15241
Novosibirsk,Novosibirsk,1419007
Novokuznetsk,Novokuznetsk,539616
Novoaltaysk,Novoaltaysk,61050
Norilsk,Norilsk,140800
Nizhnyaya Salda,Nizhnyaya Salda,17473
Nizhnevartovsk,Nizhnevartovsk,244937
Nizhneudinsk,Nizhneudinsk,38723
Nev‰Ûªyansk,Nev'yansk,25900
Nefteyugansk,Nefteyugansk,112632
Nazarovo,Nazarovo,55252
Nadym,Nadym,46339
Myski,Myski,44082
Minusinsk,Minusinsk,72781
Miass,Miass,167500
Mezhdurechensk,Mezhdurechensk,101026
Megion,Megion,48691
Mayma,Mayma,15428
Mariinsk,Mariinsk,43122
LinÌÇvo,Linevo,21816
Lesosibirsk,Lesosibirsk,65945
Leninsk-Kuznetsky,Leninsk-Kuznetsky,109023
Labytnangi,Labytnangi,27067
Kyzyl,Kyzyl,108240
Kyshtym,Kyshtym,41625
Kuybyshev,Kuybyshev,48308
Kurtamysh,Kurtamysh,17936
Kurgan,Kurgan,343129
Kupino,Kupino,16333
Kulunda,Kulunda,15345
Krasnoyarsk,Krasnoyarsk,927200
Krasnoural‰Ûªsk,Krasnoural'sk,27257
Krasnotur‰Ûªinsk,Krasnotur'insk,62600
Krasnoobsk,Krasnoobsk,16894
Korkino,Korkino,40046
Kopeysk,Kopeysk,70780
Yugorsk,Yugorsk,30878
Kolpashevo,Kolpashevo,27876
Kodinsk,Kodinsk,15670
KochenÌÇvo,Kochenevo,16446
KiselÌÇvsk,Kiselevsk,104000
Kirovgrad,Kirovgrad,22685
Khanty-Mansiysk,Khanty-Mansiysk,67800
Kemerovo,Kemerovo,477090
Kedrovka,Kedrovka,17752
Kayyerkan,Kayyerkan,27295
Kataysk,Kataysk,15619
Kasli,Kasli,17911
Kartaly,Kartaly,28503
Karpinsk,Karpinsk,30070
Karasuk,Karasuk,28589
Karabash,Karabash,15630
Kansk,Kansk,101502
Kamyshlov,Kamyshlov,28006
Kamensk-Ural‰Ûªskiy,Kamensk-Ural'skiy,182500
Kamen‰Ûª-na-Obi,Kamen'-na-Obi,44564
Kaltan,Kaltan,25903
Kalachinsk,Kalachinsk,24059
Ivdel‰Ûª,Ivdel',19379
Iskitim,Iskitim,61827
Ishim,Ishim,67762
Irbit,Irbit,41647
Ilanskiy,Ilanskiy,16668
Gur‰Ûªyevsk,Gur'yevsk,25000
Gornyak,Gornyak,15668
Gorno-Altaysk,Gorno-Altaysk,54917
Dudinka,Dudinka,23619
Divnogorsk,Divnogorsk,30018
Degtyarsk,Degtyarsk,15294
Chunskiy,Chunskiy,16199
Chernogorsk,Chernogorsk,71582
Cherepanovo,Cherepanovo,20125
Chelyabinsk,Chelyabinsk,1062919
Chebarkul‰Ûª,Chebarkul',46502
Borovskiy,Borovskiy,15406
Borodino,Borodino,19602
Bolotnoye,Bolotnoye,17704
Bogotol,Bogotol,23622
Bogdanovich,Bogdanovich,32270
Biysk,Biysk,215430
Beryozovsky,Beryozovsky,47000
BerÌÇzovskiy,Berezovskiy,55000
BerÌÇzovka,Berezovka,20913
Berdsk,Berdsk,90250
Beloyarskiy,Beloyarskiy,20087
Belovo,Belovo,75764
Barnaul,Barnaul,599579
Barabinsk,Barabinsk,31508
Asino,Asino,27070
Asbest,Asbest,74583
ArtÌÇmovskiy,Artemovskiy,33700
Aramil,Aramil,15237
Anzhero-Sudzhensk,Anzhero-Sudzhensk,82526
Aleysk,Aleysk,28019
Alapayevsk,Alapayevsk,44000
Akademgorodok,Akademgorodok,50000
Achinsk,Achinsk,117634
Abaza,Abaza,18094
Abakan,Abakan,167289
Snezhinsk,Snezhinsk,50086
Ozersk,Ozersk,81023
Zheleznogorsk,Zheleznogorsk,93834
Novoural‰Ûªsk,Novoural'sk,93849
Seversk,Seversk,109844
Gubkinskiy,Gubkinskiy,20463
Raduzhny,Raduzhny,47679
Muravlenko,Muravlenko,39137
Lyantor,Lyantor,38200
Zima,Zima,33323
Zheleznogorsk-Ilimskiy,Zheleznogorsk-Ilimskiy,28456
Zeya,Zeya,26999
Yakutsk,Yakutsk,235600
Vyazemskiy,Vyazemskiy,15247
Vrangel‰Ûª,Vrangel',20000
Vladivostok,Vladivostok,587022
Vikhorevka,Vikhorevka,22500
Ust‰Ûª-Kut,Ust'-Kut,48202
Ust‰Ûª-Ilimsk,Ust'-Ilimsk,100271
Ussuriysk,Ussuriysk,157068
Usol‰Ûªye-Sibirskoye,Usol'ye-Sibirskoye,85900
Ulan-Ude,Ulan-Ude,360278
Udachny,Udachny,15266
Tynda,Tynda,37335
Tulun,Tulun,51330
Trudovoye,Trudovoye,18484
Fokino,Fokino,25827
Svobodnyy,Svobodnyy,61017
Spassk-Dal‰Ûªniy,Spassk-Dal'niy,45265
Slyudyanka,Slyudyanka,18809
Shimanovsk,Shimanovsk,21466
Shelekhov,Shelekhov,47459
Severobaykal‰Ûªsk,Severobaykal'sk,25800
Raychikhinsk,Raychikhinsk,23745
Petrovsk-Zabaykal‰Ûªskiy,Petrovsk-Zabaykal'skiy,19713
Partizansk,Partizansk,42489
Neryungri,Neryungri,66320
Nerchinsk,Nerchinsk,15360
Nakhodka,Nakhodka,146920
Mirny,Mirny,40308
Luchegorsk,Luchegorsk,21833
Lesozavodsk,Lesozavodsk,41778
Lensk,Lensk,23694
Kyakhta,Kyakhta,18431
Krasnokamensk,Krasnokamensk,54316
Komsomolsk-on-Amur,Komsomolsk-on-Amur,275908
Khabarovsk,Khabarovsk,579000
Kavalerovo,Kavalerovo,16945
Irkutsk,Irkutsk,586695
Gusinoozyorsk,Gusinoozyorsk,24083
Dal‰Ûªnerechensk,Dal'nerechensk,28300
Chita,Chita,308500
Cheremkhovo,Cheremkhovo,57395
Borzya,Borzya,30421
Bol‰Ûªshoy Kamen‰Ûª,Bol'shoy Kamen',38100
Bodaybo,Bodaybo,15933
Blagoveshchensk,Blagoveshchensk,221296
Birobidzhan,Birobidzhan,76146
Bikin,Bikin,19659
Belogorsk,Belogorsk,67911
Baykal‰Ûªsk,Baykal'sk,15600
Aykhal,Aykhal,15267
ArtÌÇm,Artem,102300
Arsen‰Ûªyev,Arsen'yev,58700
Angarsk,Angarsk,243158
Amursk,Amursk,46993
Aldan,Aldan,24426
Aginskoye,Aginskoye,17496
Dal'negorsk,Dal'negorsk,38424
Bratsk,Bratsk,256600
Sayansk,Sayansk,43949
Khabarovsk Vtoroy,Khabarovsk Vtoroy,578303
Markova,Markova,17756
Vilyuchinsk,Vilyuchinsk,25204
Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk,176484
Yelizovo,Yelizovo,40692
Vanino,Vanino,18618
Sovetskaya Gavan‰Ûª,Sovetskaya Gavan',29740
Poronaysk,Poronaysk,16677
Petropavlovsk-Kamchatsky,Petropavlovsk-Kamchatsky,187282
Okha,Okha,26560
Nikolayevsk-on-Amure,Nikolayevsk-on-Amure,27152
Nevel‰Ûªsk,Nevel'sk,17000
Magadan,Magadan,95282
Korsakov,Korsakov,35091
Kholmsk,Kholmsk,32681
Baltiysk,Baltiysk,34540
Isakogorka,Isakogorka,28571
Krasnoznamensk,Krasnoznamensk,33700
Chertanovo Yuzhnoye,Chertanovo Yuzhnoye,142000
Zagor‰Ûªye,Zagor'ye,30000
Orekhovo-Borisovo,Orekhovo-Borisovo,144000
Metrogorodok,Metrogorodok,50000
Kogalym,Kogalym,57800
Pyt-Yakh,Pyt-Yakh,41500
Langepas,Langepas,40000
Lesnoy,Lesnoy,55100
Zarya,Zarya,27000
Raduzhnyy,Raduzhnyy,17811
Nizhnesortymskiy,Nizhnesortymskiy,15204
Pokachi,Pokachi,17084
Izluchinsk,Izluchinsk,18000
Kurortnyy,Kurortnyy,70589
Chernaya Rechka,Chernaya Rechka,56429
Untolovo,Untolovo,50000
Petrogradka,Petrogradka,130455
Vasyl'evsky Ostrov,Vasyl'evsky Ostrov,203058
Parnas,Parnas,66693
Kalininskiy,Kalininskiy,504641
Krasnogvargeisky,Krasnogvargeisky,337091
Admiralteisky,Admiralteisky,157897
Krestovskiy ostrov,Krestovskiy ostrov,20000
Akademicheskoe,Akademicheskoe,103304
Finlyandskiy,Finlyandskiy,72292
Centralniy,Centralniy,214625
Svetlanovskiy,Svetlanovskiy,85508
Sampsonievskiy,Sampsonievskiy,39318
Vostochnoe Degunino,Vostochnoe Degunino,95000
Rwamagana,Rwamagana,47203
Musanze,Musanze,86685
Nzega,Nzega,33832
Kigali,Kigali,745261
Kibuye,Kibuye,48024
Kibungo,Kibungo,46240
Gitarama,Gitarama,87613
Cyangugu,Cyangugu,63883
Gisenyi,Gisenyi,83623
Byumba,Byumba,70593
Butare,Butare,89600
Yanbu,Yanbu,200161
Umm Lajj,Umm Lajj,33874
Turaif,Turaif,40819
Turabah,Turabah,23235
T€rÇt,Tarut,85371
Tabuk,Tabuk,455450
¢ubarjal,Tubarjal,40019
Sul£€nah,Sultanah,946697
Sayh€t,Sayhat,66702
_€mitah,Samitah,26945
Sakakah,Sakakah,128332
_afwÌÁ,Safwa,45876
_aby€,Sabya,54108
Ra‡ü©€Çmah,Rahimah,41188
R€bigh,Rabigh,41759
Qal‰Û÷at B€Çshah,Qal`at Bishah,81828
Najr€n,Najran,258573
Mecca,Mecca,1323624
Khamis Mushait,Khamis Mushait,387553
Jizan,Jizan,105198
Jeddah,Jeddah,2867446
Ha'il,Ha'il,267005
Hafar Al-Batin,Hafar Al-Batin,271642
Duba,Duba,22000
Buraydah,Buraydah,391336
Abqaiq,Abqaiq,29474
Badr ‡ü¬unayn,Badr Hunayn,27257
Az Zulfi,Az Zulfi,53144
Dhahran,Dhahran,99540
A£ ¢araf,At Taraf,21386
Ta‰Ûªif,Ta'if,530848
As Sulayyil,As Sulayyil,24097
Riyadh,Riyadh,4205961
Ar Rass,Ar Rass,81728
Arar,Arar,148540
An Nim€Ù,An Nimas,24153
Qurayyat,Qurayyat,102903
Al Wajh,Al Wajh,26636
Al-`Ula,Al-`Ula,32413
Qaisumah,Qaisumah,20685
Al Qa£€Çf,Al Qatif,98259
Al Munayzilah,Al Munayzilah,16296
Al Mubarraz,Al Mubarraz,290802
Al Mithnab,Al Mithnab,60870
Medina,Medina,1300000
Khobar,Khobar,165799
Al Kharj,Al Kharj,425300
Al Khafj€Ç,Al Khafji,54857
Al JumÇm,Al Jumum,22207
Al Jubayl,Al Jubayl,237274
Al HufÇf,Al Hufuf,293179
Al Bukayr€Çyah,Al Bukayriyah,25153
Al Ba££€l€Çyah,Al Battaliyah,16606
Al Bahah,Al Bahah,88419
‰Û÷Af€Çf,`Afif,40648
Ad Dilam,Ad Dilam,35371
Ad Daw€dim€Ç,Ad Dawadimi,54474
Dammam,Dammam,768602
AbÇ ‰Û÷Ar€Çsh,Abu `Arish,49171
Abha,Abha,210886
Ash Shaf€,Ash Shafa,72190
Unaizah,Unaizah,163729
Honiara,Honiara,56298
Victoria,Victoria,22881
Zalingei,Zalingei,28687
Wad Medani,Wad Medani,332714
Umm Ruwaba,Umm Ruwaba,55742
Omdurman,Omdurman,1200000
Tok€r,Tokar,22250
Tandalt€Ç,Tandalti,27275
Singa,Singa,250000
Shendi,Shendi,53568
Saw€kin,Sawakin,28570
Sinnar,Sinnar,130122
Rabak,Rabak,135281
Maiurno,Maiurno,28727
Kosti,Kosti,345068
Kuraymah,Kuraymah,19593
Kin€na,Kinana,26233
Kassala,Kassala,401477
Kadugli,Kadugli,87666
Doka,Doka,19821
Dilling,Dilling,37113
Port Sudan,Port Sudan,489725
Berber,Berber,22395
B€rah,Barah,16969
Atbara,Atbara,107930
As SÇk€Ç,As Suki,33524
Ar Ruseris,Ar Ruseris,28862
Ar Rahad,Ar Rahad,26273
An NuhÇd,An Nuhud,108008
El Obeid,El Obeid,393311
Al Qi£ena,Al Qitena,18321
Al Qadarif,Al Qadarif,363945
Al Mijlad,Al Mijlad,19997
Al Man€qil,Al Manaqil,128297
Khartoum,Khartoum,1974647
Geneina,Geneina,162981
Al Hil€liyya,Al Hilaliyya,17345
Al ‡ü¬aw€tah,Al Hawatah,24513
Al Hasaheisa,Al Hasaheisa,28735
El Fasher,El Fasher,252609
El Bauga,El Bauga,19141
Ad Douiem,Ad Douiem,87068
El Daein,El Daein,264734
Ad Dindar,Ad Dindar,15144
Ed Damer,Ed Damer,103941
Ad-Damazin,Ad-Damazin,186051
AbÇ Zabad,Abu Zabad,15304
Abu Jibeha,Abu Jibeha,21790
UmeÌ´,Umea,83249
SkellefteÌ´,Skelleftea,35516
PiteÌ´,Pitea,23067
LuleÌ´,Lulea,43574
Kiruna,Kiruna,17037
Boden,Boden,16830
Ystad,Ystad,18806
Visby,Visby,23402
VÌ_xjÌ¦,Vaexjoe,65383
VÌ_stervik,Vaestervik,21178
VÌ_sterÌ´s,Vaesteras,117746
Vasastan,Vasastan,58458
VÌ_rnamo,Vaernamo,19061
Varberg,Varberg,34248
VÌ_nersborg,Vaenersborg,23119
Vallentuna,Vallentuna,31937
Uppsala,Uppsala,149245
Upplands VÌ_sby,Upplands Vaesby,36534
Uddevalla,Uddevalla,34781
Tumba,Tumba,40832
Tullinge,Tullinge,16000
TrollhÌ_ttan,Trollhaettan,48573
Trelleborg,Trelleborg,29316
TÌ_by,Taby,58123
Sundsvall,Sundsvall,57606
Sundbyberg,Sundbyberg,34529
Stockholm,Stockholm,1515017
Staffanstorp,Staffanstorp,15373
Solna,Solna,66909
Sollentuna,Sollentuna,139606
SÌ¦dertÌ_lje,Soedertaelje,70777
SÌ¦dermalm,Soedermalm,127323
SkÌ¦vde,Skoevde,36842
Sandviken,Sandviken,24724
RÌ´sunda,Rasunda,16877
Partille,Partille,28648
ÌĞstersund,OEstersund,49806
ÌĞstermalm,OEstermalm,36418
Oskarshamn,Oskarshamn,18287
ÌĞrnskÌ¦ldsvik,OErnskoeldsvik,32493
ÌĞrebro,OErebro,115765
NykÌ¦ping,Nykoeping,32224
NorrtÌ_lje,Norrtaelje,19365
NorrkÌ¦ping,Norrkoeping,93765
NÌ_ssjÌ¦,Naessjoe,17719
Nacka,Nacka,25170
Motala,Motala,30944
MÌ¦lnlycke,Moelnlycke,17579
MÌ¦lndal,Moelndal,59430
MÌ_rsta,Maersta,27034
Mariestad,Mariestad,16122
MalmÌ¦,Malmoe,301706
Lund,Lund,87244
Ludvika,Ludvika,15245
Ljungby,Ljungby,15785
LinkÌ¦ping,Linkoeping,106502
LidkÌ¦ping,Lidkoeping,22988
LidingÌ¦,Lidingoe,42466
Lerum,Lerum,26913
Landskrona,Landskrona,32229
Kungsholmen,Kungsholmen,69363
Kungsbacka,Kungsbacka,18698
KungÌ_lv,Kungaelv,24101
Kumla,Kumla,16663
Kristinehamn,Kristinehamn,18557
Kristianstad,Kristianstad,39762
KÌ¦ping,Koeping,18355
Kinna,Kinna,15019
Katrineholm,Katrineholm,23283
Karlstad,Karlstad,61492
Karlskrona,Karlskrona,36477
Karlskoga,Karlskoga,27490
Karlshamn,Karlshamn,20112
Kalmar,Kalmar,38408
JÌ¦nkÌ¦ping,Joenkoeping,93797
Jakobsberg,Jakobsberg,24046
Huskvarna,Huskvarna,21500
Hudiksvall,Hudiksvall,16081
Huddinge,Huddinge,90182
Helsingborg,Helsingborg,104250
HÌ_ssleholm,Haessleholm,19309
HÌ_rnÌ¦sand,Haernoesand,18426
Haninge,Haninge,74968
Halmstad,Halmstad,66124
Gustavsberg,Gustavsberg,20774
GÌ¦teborg,Goeteborg,572799
GÌ_vle,Gaevle,74884
Gamla Uppsala,Gamla Uppsala,16231
Falun,Falun,37000
FalkÌ¦ping,Falkoeping,17170
Falkenberg,Falkenberg,24099
EslÌ¦v,Esloev,18592
Eskilstuna,Eskilstuna,67359
EnkÌ¦ping,Enkoeping,22553
Bromma,Bromma,61000
BorlÌ_nge,Borlaenge,41955
BorÌ´s,Boras,71700
Boo,Boo,24052
BjÌ¦rlanda,Bjoerlanda,23088
ÌÉrsta,Arsta,16807
Ìãngelholm,AEngelholm,23240
AlingsÌ´s,Alingsas,26329
ÌÉkersberga,Akersberga,32659
Majorna,Majorna,29254
Singapore,Singapore,3547809
Jamestown,Jamestown,637
Trbovlje,Trbovlje,15163
Velenje,Velenje,25456
Ptuj,Ptuj,18164
Novo Mesto,Novo Mesto,23341
Maribor,Maribor,95171
Ljubljana,Ljubljana,272220
Kranj,Kranj,36874
Koper,Koper,24996
Celje,Celje,37520
Longyearbyen,Longyearbyen,2060
Vranov nad Top€_ou,Vranov nad Topl'ou,23246
TrebiÁov,Trebisov,22947
StarÌÁ €_ubovöa,Stara L'ubovna,16000
SpiÁskÌÁ NovÌÁ Ves,Spisska Nova Ves,39195
Snina,Snina,22221
Ro_öava,Roznava,19261
RimavskÌÁ Sobota,Rimavska Sobota,25235
PreÁov,Presov,94718
Poprad,Poprad,57431
Michalovce,Michalovce,40360
KoÁice,Kosice,236563
Ke_marok,Kezmarok,21391
HumennÌ©,Humenne,35367
Bardejov,Bardejov,33060
Zvolen,Zvolen,44502
ZlatÌ© Moravce,Zlate Moravce,15618
_ilina,Zilina,85985
_iar nad Hronom,Ziar nad Hronom,19392
Trnava,Trnava,69785
Tren€Ì_n,Trencin,58278
Skalica,Skalica,15013
Senica,Senica,21741
Sellye,Sellye,24513
Ru_omberok,Ruzomberok,30806
PÌ¼chov,Puchov,18833
Prievidza,Prievidza,52987
Pova_skÌÁ Bystrica,Povazska Bystrica,43936
PieÁ´any,Piestany,30000
Pezinok,Pezinok,21343
PartizÌÁnske,Partizanske,24370
NovÌ© ZÌÁmky,Nove Zamky,42044
NovÌ© Mesto nad VÌÁhom,Nove Mesto nad Vahom,21527
Nitra,Nitra,86329
Martin,Martin,60817
Malacky,Malacky,17773
Lu€enec,Lucenec,28159
LiptovskÌ_ MikulÌÁÁ,Liptovsky Mikulas,33509
Levice,Levice,37574
KysuckÌ© NovÌ© Mesto,Kysucke Nove Mesto,16558
KomÌÁrno,Komarno,36279
Hlohovec,Hlohovec,23930
HandlovÌÁ,Handlova,18018
Galanta,Galanta,16365
DunajskÌÁ Streda,Dunajska Streda,23639
Dubnica nad VÌÁhom,Dubnica nad Vahom,26617
DolnÌ_ KubÌ_n,Dolny Kubin,18995
Detva,Detva,15020
€Îadca,Cadca,24670
Brezno,Brezno,21331
Bratislava,Bratislava,423737
BanskÌÁ Bystrica,Banska Bystrica,82336
BÌÁnovce nad Bebravou,Banovce nad Bebravou,18933
Waterloo,Waterloo,19750
Segbwema,Segbwema,16532
Port Loko,Port Loko,21308
Makeni,Makeni,87679
Lunsar,Lunsar,22461
Koidu,Koidu,88000
Kenema,Kenema,143137
Kabala,Kabala,17948
Freetown,Freetown,802639
Bo,Bo,174354
San Marino,San Marino,4500
Ziguinchor,Ziguinchor,159778
VÌ©lingara,Velingara,22441
Touba,Touba,529176
TiÌ©bo,Tiebo,100289
ThiÌ¬s Nones,Thies Nones,252320
Tambacounda,Tambacounda,78800
SÌ©dhiou,Sedhiou,19702
Saint-Louis,Saint-Louis,176000
Richard-Toll,Richard-Toll,44752
Pout,Pout,17752
Pourham,Pourham,24146
Pikine,Pikine,874062
Nioro du Rip,Nioro du Rip,20711
NguÌ©khokh,Nguekhokh,17885
NdibÌ¬ne Dahra,Ndibene Dahra,27741
MÌ©khÌ©,Mekhe,19242
MbakÌ©,Mbake,74100
Matam,Matam,15306
Louga,Louga,67154
Kolda,Kolda,58809
KÌ©dougou,Kedougou,17922
Kayar,Kayar,17193
Kaolack,Kaolack,172305
Kaffrine,Kaffrine,28396
Joal-Fadiout,Joal-Fadiout,36735
GuinguinÌ©o,Guinguineo,15395
Dara,Dara,30000
Dakar,Dakar,2476400
Bignona,Bignona,26237
N‰Ûªdiareme limamoulaye,N'diareme limamoulaye,35171
Wanlaweyn,Wanlaweyn,22022
Qoryooley,Qoryooley,51720
Qandala,Qandala,15923
Mogadishu,Mogadishu,2587183
Marka,Marka,230100
Luuq,Luuq,33820
Kismayo,Kismayo,234852
Jilib,Jilib,43694
Jawhar,Jawhar,47086
Jamaame,Jamaame,185270
Hargeysa,Hargeysa,477876
Garoowe,Garoowe,57300
Gaalkacyo,Gaalkacyo,61200
Eyl,Eyl,18904
Ceerigaabo,Ceerigaabo,33853
Ceeldheer,Ceeldheer,26562
Buurhakaba,Buurhakaba,27792
Buulobarde,Buulobarde,16928
Burao,Burao,99270
Bosaso,Bosaso,74287
Berbera,Berbera,242344
Beledweyne,Beledweyne,55410
Baidoa,Baidoa,129839
Baardheere,Baardheere,42240
Afgooye,Afgooye,65461
Laascaanood,Laascaanood,60100
Baki,Baki,20000
Paramaribo,Paramaribo,223757
Lelydorp,Lelydorp,18223
Yei,Yei,40382
Yambio,Yambio,40382
Winejok,Winejok,300000
Wau,Wau,127384
Aweil,Aweil,38745
Torit,Torit,20048
Tonj,Tonj,17338
Rumbek,Rumbek,32083
Malakal,Malakal,160765
Juba,Juba,450000
Gogrial,Gogrial,38572
Pajok,Pajok,49000
Bor,Bor,26782
SÌ£o TomÌ©,Sao Tome,53300
Zacatecoluca,Zacatecoluca,39613
UsulutÌÁn,Usulutan,51910
Soyapango,Soyapango,329708
